"id","discipline","item_name","current_section","current_severity","current_applies","current_problem_class","current_norm_reference","normative_status","applicable_document_types","applicable_stages","applicability_conditions","normative_basis","exact_clause_or_section","confidence","can_be_reported_as_missing","recommended_severity","do_not_report_if","example_valid_missing_case","example_invalid_missing_case","current_norm_issues"
"OV-21","OV","Программа ПНР вентсистем и испытаний ПДВ","Mandatory testing / commissioning","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_mandatory_section","СП 7.13130.2013","recommended","full_rd","РД","Часто отдельный документ","","","medium","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"OV-22","OV","Тепловая изоляция труб/воздуховодов","Recommended items","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_calculation_basis","СП 60.13330.2020, СП 61.13330.2012","recommended","full_rd","ПД; РД","","","","medium","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"OV-23","OV","Огнестойкость воздуховодов EI 30/60/90/150","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","СП 7.13130.2013","conditionally_mandatory","full_rd","РД","Зависит от схемы вентиляции и типа здания","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"OV-24","OV","Схема узла АХЗ/ИТП и теплоноситель","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","","conditionally_mandatory","full_rd","РД","Только при наличии АХЗ/ИТП","","","medium","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"OV-25","OV","Вентиляция канализационных стояков — жилой МКД","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","","conditionally_mandatory","full_rd","РД","Только в жилом МКД","","","low","true","РЕКОМЕНДАТЕЛЬНОЕ","вентиляция стояков обычно решается в разделе ВК; во избежание дублирования флагать в ВК","","",""
"SS-01","SS","Общие данные раздела СС с перечнем подсистем","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","ГОСТ 21.602-2016","conditionally_mandatory","full_rd","ПД; РД","Перечень — атрибут уровня раздела ПД (5.4)","","","high","true","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","","","",""
"SS-02","SS","АПС — автоматическая пожарная сигнализация","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 484.1311500.2020, СП 486.1311500.2020","conditionally_mandatory","full_rd","ПД; РД","АПС обязательна по СП 486.1311500.2020 для определённых классов объектов. Для МКД — по высоте/числу квартир.","СП 486.1311500.2020 (перечень обязательных)","","high","true","КРИТИЧЕСКОЕ","объект не попадает в перечень СП 486","","",""
"SS-03","SS","СОУЭ с указанием типа","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 3.13130.2009","conditionally_mandatory","full_rd","ПД; РД","Тип СОУЭ зависит от типа здания (СП 3.13130.2009 табл.)","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-04","SS","Заземление слаботочного оборудования","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","ПУЭ-7 гл. 1.7","mandatory","full_rd","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","","ПУЭ-7 — добровольное; параллель: ГОСТ Р 50571.5.54, СП 437.1325800.2018"
"SS-05","SS","Расчёт батарей резервного питания (АКБ/ИБП)","Mandatory required calculations","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_calculation_basis","СП 134.13330.2012, СП 484.1311500.2020","conditionally_mandatory","full_rd","ПД","Только при наличии активных систем, требующих резерва","","","medium","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-06","SS","Расчёт извещателей АПС","Mandatory required calculations","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_calculation_basis","СП 484.1311500.2020","conditionally_mandatory","full_rd","ПД","Только если АПС обязательна для этого объекта","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-07","SS","Акустический расчёт СОУЭ","Mandatory required calculations","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_calculation_basis","СП 3.13130.2009","conditionally_mandatory","full_rd","ПД","Только если СОУЭ — речевая (3-5 тип)","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-08","SS","Спецификация оборудования СС","Mandatory required specifications","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_schedule","ГОСТ 21.110-2013","mandatory","full_rd; specification_only","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-09","SS","Кабельный журнал слаботочных кабелей","Mandatory required specifications","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_schedule","ГОСТ 21.602-2016","mandatory","full_rd; specification_only","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-10","SS","Адресация устройств АПС/СКУД/СОУЭ","Mandatory required specifications","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_mandatory_schedule","ГОСТ 21.602-2016","recommended","full_rd","РД","","","","medium","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-11","SS","Структурная схема каждой подсистемы","Mandatory required diagrams","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","ГОСТ 21.602-2016","mandatory","full_rd","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-12","SS","Схемы расположения оборудования на планах","Mandatory required diagrams","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","ГОСТ 21.602-2016","mandatory","full_rd","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-13","SS","Узлы прохода кабелей с противопожарными уплотнениями","Mandatory required diagrams","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","СП 6.13130.2021","conditionally_mandatory","full_rd","РД","Только при прохождении кабелей через противопожарные преграды","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-14","SS","На кабеле: тип/категория (Cat.5e/Cat.6/FRLS/FRHF)","Mandatory required parameters","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_parameter","СП 6.13130.2021","mandatory","full_rd; specification_only","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-15","SS","На устройстве: тип, U, P","Mandatory required parameters","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_parameter","","mandatory","full_rd; specification_only","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-16","SS","Передача в ЭОМ перечня электроприёмников СС","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","","recommended","full_rd","РД","Coordination — задание смежнику","","","low","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-17","SS","Координация АПС с ОВ — ПДВ","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 7.13130.2013; СП 484.1311500.2020","conditionally_mandatory","full_rd","ПД; РД","Только если есть АПС и ПДВ","","","medium","false","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","","","",""
"SS-18","SS","Координация АПС с лифтами ВТ","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","","conditionally_mandatory","full_rd","РД","Только при наличии лифтов","","","medium","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-19","SS","Координация АПС с ВК — запуск противопожарной насосной","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","","conditionally_mandatory","full_rd","РД","Только при наличии ВПВ","","","medium","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-20","SS","Программа ПСИ АПС/СОУЭ + сертификация","Mandatory testing","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_mandatory_section","СП 484.1311500.2020, ФЗ-123, ТР ТС 043/2017","recommended","full_rd","РД","Обычно отдельный документ","","","medium","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-21","SS","Описание интерфейсов интеграции (SDK/OPC/БДД)","Recommended items","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_mandatory_section","","recommended","full_rd","РД","","","","low","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-22","SS","Расчёт сегментов СКС с длиной линии","Recommended items","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_calculation_basis","ГОСТ Р 53246-2008","recommended","full_rd","ПД; РД","","","","medium","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"SS-23","SS","Домофония и СКУД входных групп (МКД)","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","СП 134.13330.2012","conditionally_mandatory","full_rd","ПД; РД","Только МКД с контролируемым доступом","","","medium","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-24","SS","СОУЭ 3-5 типа для массовых объектов","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","СП 3.13130.2009","conditionally_mandatory","full_rd","ПД; РД","Только для объектов с массовым пребыванием","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"SS-25","SS","СОТС и газоанализаторы CO — подземные автостоянки","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","СП 154.13130.2013","conditionally_mandatory","full_rd","ПД; РД","Только при наличии подземной автостоянки","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-01","VK","Общие данные: источник, исходное давление, сток","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 30.13330.2020 п. 5","conditionally_mandatory","full_rd","ПД","Атрибут раздела 5.2 ПД","","","high","true","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","если стадия документа — РД-марка (а не ПД-том), пункт может быть атрибутом раздела ПД и в данной марке отсутствовать обоснованно; document_type=audit_comparison — out-of-scope для documentation-completeness, флагать только формальные атрибуты; document_type=specification_only — спецификация по определению без расчётов/схем/ПЗ; не флагать","","",""
"VK-02","VK","ХПВ В1","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 30.13330.2020","mandatory","full_rd","ПД; РД","","","","high","true","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","","","",""
"VK-03","VK","ГВС Т3/Т4 с циркуляцией","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 30.13330.2020","conditionally_mandatory","full_rd","ПД; РД","Только если в проекте есть ГВС (например, ИТП с подогревом). В объектах без ГВС — не применима.","","","high","true","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","","","",""
"VK-04","VK","Бытовая К1 и ливневая К2 канализация","Mandatory required sections / artifacts","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 30.13330.2020","mandatory","full_rd","ПД; РД","","","","high","true","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","","","",""
"VK-05","VK","Q_сут, Q_час, Q_сек","Mandatory required calculations","КРИТИЧЕСКОЕ","full_rd","missing_calculation_basis","СП 30.13330.2020","mandatory","full_rd","ПД","","","","high","true","КРИТИЧЕСКОЕ","document_type=audit_comparison — out-of-scope для documentation-completeness, флагать только формальные атрибуты; document_type=specification_only — спецификация по определению без расчётов/схем/ПЗ; не флагать; если стадия документа — РД-марка (а не ПД-том), пункт может быть атрибутом раздела ПД и в данной марке отсутствовать обоснованно","","",""
"VK-06","VK","Гидравлический расчёт сетей","Mandatory required calculations","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_calculation_basis","СП 30.13330.2020","mandatory","full_rd","ПД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-07","VK","Расчёт стоков К1/К2 (диаметры, уклоны, наполн.)","Mandatory required calculations","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_calculation_basis","СП 30.13330.2020, СП 32.13330.2018","mandatory","full_rd","ПД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-08","VK","Расчёт гидроудара","Mandatory required calculations","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_calculation_basis","СП 30.13330.2020","recommended","full_rd","ПД","","","","medium","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"VK-09","VK","Спецификация оборудования","Mandatory required specifications","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_schedule","ГОСТ 21.601-2011","mandatory","full_rd; specification_only","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-10","VK","Спецификация сантехоборудования с расходами","Mandatory required specifications","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_schedule","ГОСТ 21.601-2011","mandatory","full_rd; specification_only","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-11","VK","Аксонометрии В1/Т3/Т4/К1/К2 и планы","Mandatory required diagrams","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","ГОСТ 21.601-2011","mandatory","full_rd","РД","","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-12","VK","Узлы прохода с гильзами и противопожарными муфтами","Mandatory required diagrams","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","СП 30.13330.2020","conditionally_mandatory","full_rd","РД","Только при наличии проходов через противопожарные преграды","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-13","VK","На насосе: Q (м³/ч), H (м вод.ст.)","Mandatory required parameters","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_parameter","СП 30.13330.2020","conditionally_mandatory","full_rd; specification_only","РД","Только при наличии насосного оборудования","","","high","true","ЭКСПЛУАТАЦИОННОЕ","нет насосов в проекте","","",""
"VK-14","VK","На насосе: P_уст, U, число фаз — для ЭОМ","Mandatory required parameters","ЭКСПЛУАТАЦИОННОЕ","full_rd|specification_only","missing_mandatory_parameter","","conditionally_mandatory","full_rd; specification_only","РД","Только при наличии насосов","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-15","VK","КПД, класс защиты IP насосов","Mandatory required parameters","РЕКОМЕНДАТЕЛЬНОЕ","full_rd|specification_only","missing_mandatory_parameter","","recommended","full_rd; specification_only","РД","","","","medium","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"VK-16","VK","Передача в ЭОМ перечня электроприёмников ВК","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","","recommended","full_rd","РД","Coordination — задание смежнику","","","low","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"VK-17","VK","Координация с АПС для пожарного водопровода","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","СП 10.13130.2020","conditionally_mandatory","full_rd","ПД; РД","Только при наличии ВПВ и АПС","","","high","false","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","","","",""
"VK-18","VK","Координация с ИТП для ГВС","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","","conditionally_mandatory","full_rd","ПД; РД","Только при наличии ИТП","","","medium","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"VK-19","VK","Отверстия/гильзы в АР и КЖ","Mandatory coordination","ПРОВЕРИТЬ_ПО_СМЕЖНЫМ","full_rd","missing_mandatory_section","","recommended","full_rd","РД","","","","low","false","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"VK-20","VK","Программа гидравлических испытаний, дезинфекция","Mandatory testing","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_mandatory_section","СП 30.13330.2020, СП 73.13330.2016, СанПиН 2.1.4.1074-01","recommended","full_rd","РД","Часто отдельный документ","","","medium","false","РЕКОМЕНДАТЕЛЬНОЕ","","","","СанПиН 2.1.4.1074-01 — нужна верификация актуальности; вероятно ссылается на СанПиН 2.1.3684-21 или СанПиН 1.2.3685-21"
"VK-21","VK","Тепловая изоляция труб ГВС/ХВС и узел учёта","Recommended items","РЕКОМЕНДАТЕЛЬНОЕ","full_rd","missing_calculation_basis","СП 61.13330.2012","recommended","full_rd","ПД; РД","","","","medium","true","РЕКОМЕНДАТЕЛЬНОЕ","","","",""
"VK-22","VK","Схема насосной — при наличии повысительной","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","СП 30.13330.2020","conditionally_mandatory","full_rd","РД","Только при наличии насосной станции","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-23","VK","Расчёт ёмкости бака ГВС — при наличии","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_parameter","СП 30.13330.2020","conditionally_mandatory","full_rd","РД","Только при наличии бака-аккумулятора","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-24","VK","Расчёт ВПВ (число струй, расход) — при наличии","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_mandatory_section","СП 10.13130.2020","conditionally_mandatory","full_rd","ПД; РД","Только при обязательности ВПВ (СП 10 определяет область)","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
"VK-25","VK","Жироуловители — для общепита","Conditional items","ЭКСПЛУАТАЦИОННОЕ","full_rd","missing_diagram","СП 30.13330.2020","conditionally_mandatory","full_rd","РД","Только при наличии общепита","","","high","true","ЭКСПЛУАТАЦИОННОЕ","","","",""
